dataset,group_id,fold,n,members
obqa,obqa_4bb38777f0b83222e380,0,1,13-253
obqa,obqa_eee67744a08ecae008ce,1,1,8-87
obqa,obqa_cd8ad5af62c91c6ee8d8,2,1,7-812
obqa,obqa_85ecb8498e772f2ed7cc,3,1,10-1004
obqa,obqa_e912b072ab9a763e8fa5,4,1,608
obqa,obqa_f15e1ccb593b0a42d94e,0,1,13-985
obqa,obqa_1ccb25a0eca88403e46b,1,1,9-174
obqa,obqa_c8adbfbd99ebd2a5b47f,2,1,14-695
obqa,obqa_b43ce783edb90e92180f,3,1,7-1190
obqa,obqa_299124e81e7afa5f6679,4,1,13-360
obqa,obqa_84a8789382174d0634de,0,1,10-36
obqa,obqa_06e1f07c358c7594fd0f,1,1,14-153
obqa,obqa_4c240e0e95db06101b60,2,1,12-530
obqa,obqa_4771d7bc99f623add2f1,3,1,14-15
obqa,obqa_a3342f313a751f90be53,4,1,10-1050
obqa,obqa_74190cae186bad384a1c,0,1,12-890
obqa,obqa_01bbabde8b62cc52b5a6,1,1,14-995
obqa,obqa_42de81938d79045e72f5,2,1,10-577
obqa,obqa_9a281faa14d89f797e96,3,1,1427
obqa,obqa_ec4a6e8b9cb13f6e1588,4,1,7-1073
obqa,obqa_556117e5bbb60de32566,0,1,8-232
obqa,obqa_311be8b1566cbe80da34,1,1,10-1096
obqa,obqa_09770464beefef1f1f6c,2,1,13-382
obqa,obqa_17e65ea582b0c6d4ffad,3,1,12-1039
obqa,obqa_dda20071125f491c7007,4,1,9-243
obqa,obqa_10dcd213bd30f68cd52c,0,1,11-697
obqa,obqa_307e6dfd788fb30dbf3a,1,1,13-357
obqa,obqa_6833bec863fc7b278d5a,2,1,8-285
obqa,obqa_973dc48a9dac77a17c92,3,1,13-75
obqa,obqa_ff9e1cf403cefdecd9f0,4,1,14-1322
obqa,obqa_be3c7b1443672aa95f32,0,1,10-221
obqa,obqa_cf5dddfe34cf124f134f,1,1,10-644
obqa,obqa_59ccdb7d17d18dc14ac3,2,1,9-36
obqa,obqa_7ec65516b9e26b38d4cb,3,1,13-326
obqa,obqa_64d13e74c0dc5ce0e0fb,4,1,14-139
obqa,obqa_0dd13073279339e109d1,0,1,13-281
obqa,obqa_8ce4fab95810fa7af2d0,1,1,10-1064
obqa,obqa_71b33c79d14d0d891aac,2,1,1034
obqa,obqa_7e318b7cf0e20817bc58,3,1,8-415
obqa,obqa_c0d812d2e8c461983925,4,1,172
obqa,obqa_019ebc0af39b234840c1,0,1,12-1101
obqa,obqa_c819f12b581250b32a82,1,1,246
obqa,obqa_6e696f5370f92dd6461b,2,1,14-1302
obqa,obqa_3f444b2b9f88b20af157,3,1,11-89
obqa,obqa_e72b79f15ecb36a11d4a,4,1,14-892
obqa,obqa_a87c91c4c4ac4b3a94f1,0,1,10-981
obqa,obqa_3e20e32999f4e57609e5,1,1,1082
obqa,obqa_17ecadc2df33a2a53326,2,1,7-138
obqa,obqa_5fecc62aafc43c92ab77,3,1,13-486
obqa,obqa_d8f55b853d4c52f6fa2a,4,1,12-918
obqa,obqa_1c66553234100685f6bf,0,1,14-1421
obqa,obqa_732d97d5c0b99deba0b8,1,1,10-822
obqa,obqa_d18ac0ed1295450331a6,2,1,12-114
obqa,obqa_416916d4e31e4a686afb,3,1,14-86
obqa,obqa_1a84616d836a05f96932,4,1,14-1336
obqa,obqa_1759186203c873233c15,0,1,923
obqa,obqa_7cb2fdf431e597d70182,1,1,12-600
obqa,obqa_897b9da69f93d58c62a0,2,1,14-848
obqa,obqa_4713b1c25fe68c341e7e,3,1,13-251
obqa,obqa_51a730f5ce5597a29fc7,4,1,11-229
obqa,obqa_cf864be8190eb2f51762,0,1,10-989
obqa,obqa_7171696c66c933910ccd,1,1,10-1129
obqa,obqa_bcfb9f816e83feb4f5c4,2,1,12-821
obqa,obqa_0569cf3b6054c82c84dd,3,1,14-1355
obqa,obqa_3d72f7db6c20a917228d,4,1,14-196
obqa,obqa_5961f796bc558e797ef6,0,1,14-232
obqa,obqa_48993ace2db5b37c0281,1,1,11-456
obqa,obqa_1ea617e5050077089171,2,1,12-658
obqa,obqa_ce841f39ce7f99fa9a06,3,1,9-173
obqa,obqa_11190530fb7d0d5bd39b,4,1,14-480
obqa,obqa_de2c9666d50822a96f95,0,1,12-238
obqa,obqa_cd020daf220032ce09eb,1,1,9-262
obqa,obqa_75b59a7a32b60eb02ce0,2,1,14-692
obqa,obqa_5cbdcdc9680a5f153407,3,1,10-392
obqa,obqa_af666e3a49764d52fdf0,4,1,12-937
obqa,obqa_871b8f1684ced89b6005,0,1,12-672
obqa,obqa_c2f20585b92fc0909386,1,1,11-124
obqa,obqa_616a100bf0102df898a9,2,1,10-794
obqa,obqa_462ec33e9223fa035133,3,1,13-341
obqa,obqa_23adbfae7a57b610aa84,4,1,10-534
obqa,obqa_7c703b98cec78b517955,0,1,14-1188
obqa,obqa_892e5ed9a660e0ffd5eb,1,1,7-701
obqa,obqa_586f7ba3f43394581b24,2,1,14-452
obqa,obqa_36e8616fb97b4026147f,3,1,7-248
obqa,obqa_6c57ed4372ff51145df7,4,1,11-553
obqa,obqa_1c7690213ed7dc536286,0,1,11-97
obqa,obqa_5e0f53ec6fc1ba62e6f5,1,1,10-747
obqa,obqa_94e650fa49f41098fc0c,2,1,12-1074
obqa,obqa_e6781b1e2ddad007910a,3,1,12-686
obqa,obqa_b022f8e7becb95379a79,4,1,14-1252
obqa,obqa_6c744baf071d08bea3f9,0,1,13-934
obqa,obqa_e969857bfeeeae10da1f,1,1,9-231
obqa,obqa_1923799c71b60fc0cd37,2,1,10-462
obqa,obqa_5f5e9c45f64cb81b4ca0,3,1,13-750
obqa,obqa_4c54a7576f5f21b75696,4,1,8-300
obqa,obqa_69081232af7ff60129ef,0,1,13-858
obqa,obqa_ce1582cb9a63d20b2e72,1,1,12-724
obqa,obqa_929fc108752d8f00ac34,2,1,9-269
obqa,obqa_8e7838807d93167c17bb,3,1,10-193
obqa,obqa_eec248d9cf074faa698e,4,1,595
obqa,obqa_708c17da15dfa7f8cf9c,0,1,10-268
obqa,obqa_a4710b5228e3daf5a720,1,1,9-1041
obqa,obqa_427ac1ca5175a7317f29,2,1,9-319
obqa,obqa_97dff6f47f5cfadcb581,3,1,10-647
obqa,obqa_9332c979012085471a03,4,1,10-153
obqa,obqa_7324d7f4a98a73f5e638,0,1,9-976
obqa,obqa_13ce32972965b9148123,1,1,9-406
obqa,obqa_3d29977ba40b0048a3ca,2,1,14-405
obqa,obqa_43a0ca3325b88ec0522f,3,1,10-204
obqa,obqa_6ce1e8b8964deba17d31,4,1,9-412
obqa,obqa_7f84a508bfe2a83e4a44,0,1,13-957
obqa,obqa_4764f0db61a8d641a51d,1,1,12-548
obqa,obqa_ac3a22771e676aad1709,2,1,12-1162
obqa,obqa_09beb4c85d4cc0f2ea78,3,1,13-937
obqa,obqa_4713e6cfd4135c8a2c6b,4,1,14-999
obqa,obqa_3eaa973a90f4e8495044,0,1,852
obqa,obqa_a48f9dabd5eeddd8ad43,1,1,11-72
obqa,obqa_4babf9e9e0fc69fcaf2e,2,1,12-762
obqa,obqa_93a20e7c5989c42d940a,3,1,13-705
obqa,obqa_29c94306b8740470b6be,4,1,14-1134
obqa,obqa_71346ad76200e1121f77,0,1,9-496
obqa,obqa_1f0e381b93fdf2e282f9,1,1,10-549
obqa,obqa_feb9632ec95ac4d3d960,2,1,14-188
obqa,obqa_cb7d0bd82e20099a8e18,3,1,12-487
obqa,obqa_a726563914ae1e960fcd,4,1,7-749
obqa,obqa_cbd1871a821d67fdcbd0,0,1,1952
obqa,obqa_c3f18f6dc397a17b29d8,1,1,10-349
obqa,obqa_bb39fc61de01b2b41661,2,1,13-515
obqa,obqa_946b7a105d9dfee0f987,3,1,11-632
obqa,obqa_ae4a5d85b14342d9669f,4,1,9-1157
obqa,obqa_4389db5d7fb65cab7a0f,0,1,8-42
obqa,obqa_85e3d86345d15c186a12,1,1,13-971
obqa,obqa_d9b9f405d69bf084b8db,2,1,8-82
obqa,obqa_4f5952d702e4bab0f725,3,1,12-18
obqa,obqa_4f9ce953a11000a18d0b,4,1,14-581
obqa,obqa_42a3f26cda4e95cc3a8c,0,1,10-615
obqa,obqa_ff048d26cfc8dce6298c,1,1,11-557
obqa,obqa_f552f4f2a925cc5d370d,2,1,14-37
obqa,obqa_8d9210cd115b7b35693b,3,1,11-577
obqa,obqa_a67d84e601132e689b9d,4,1,13-1037
obqa,obqa_b0fb9b1c3c5c2fe2ce8f,0,1,7-460
obqa,obqa_4bfa94f1905f6b3f939a,1,1,8-242
obqa,obqa_bcc33ac9835c997307d2,2,1,9-443
obqa,obqa_b5647c8d5d3ee6783ed1,3,1,13-261
obqa,obqa_7735f66c5f04376e98d0,4,1,11-53
obqa,obqa_e1ce856d8dcf6dd26f92,0,1,14-643
obqa,obqa_2889e0a89c51c3d7d07c,1,1,14-714
obqa,obqa_727b7b0f9893106fc776,2,1,14-920
obqa,obqa_1af7e0d412560a56dffe,3,1,12-317
obqa,obqa_d7fd74db6ed13de7ded0,4,1,14-828
obqa,obqa_3a5a2aac104cbdd588bd,0,1,8-278
obqa,obqa_cf646f49e3046ce50618,1,1,13-583
obqa,obqa_20271e6995126c5590a9,2,1,12-698
obqa,obqa_07bae45f291f92af90c3,3,1,12-853
obqa,obqa_16b84559a653fcd09645,4,1,12-1125
obqa,obqa_d3c9bbc7e408fb5335c9,0,1,13-108
obqa,obqa_3e7e32bfc115e3a68af1,1,1,10-1125
obqa,obqa_c461b8e84e45e6338f09,2,1,10-1166
obqa,obqa_2c041b0d81c767327ffb,3,1,12-1068
obqa,obqa_088909493d6586fccddb,4,1,8-360
obqa,obqa_5f0aedc784a508d99450,0,1,1397
obqa,obqa_6f919a3b7d0758f6fb6a,1,1,14-736
obqa,obqa_0c94c66f62ebbe4138a7,2,1,9-445
obqa,obqa_dc889529c1622e979a6b,3,1,11-115
obqa,obqa_504a376ae5b73140e0f2,4,1,10-934
obqa,obqa_7ce3c334ddc53160e738,0,1,14-259
obqa,obqa_1ee8df9143353c87b040,1,1,10-608
obqa,obqa_fe7a7acff17edee9b29d,2,1,13-1002
obqa,obqa_3d9e049a3210783ff7e8,3,1,10-1061
obqa,obqa_f1abac01557234821ece,4,1,10-519
obqa,obqa_7815fc508036461435dd,0,1,11-450
obqa,obqa_864a6354d2661464144a,1,1,12-47
obqa,obqa_59f443c405c3b5ee3732,2,1,14-1107
obqa,obqa_89e93ee0a8363b8f2946,3,1,13-901
obqa,obqa_952e14bc0938f495576a,4,1,1989
obqa,obqa_191d610570a492e324c5,0,1,12-588
obqa,obqa_750ea1abf72499a7871b,1,1,13-37
obqa,obqa_9c6b0cdfcf4b57fcfc08,2,1,11-130
obqa,obqa_5085e1842564f23f7ae4,3,1,11-469
obqa,obqa_dc3b55fb6a725348bf32,4,1,13-304
obqa,obqa_486f10a7939b8cbc445d,0,1,14-255
obqa,obqa_75544b168549f6f63254,1,1,10-1114
obqa,obqa_63aca465b54e98d73d4a,2,1,13-305
obqa,obqa_bdbedffdb08f78184cdd,3,1,10-1178
obqa,obqa_4d6813dca23ac2450316,4,1,12-190
obqa,obqa_2e2f313e701e7e87fdb3,0,1,11-698
obqa,obqa_ff23b326f73a099b705b,1,1,10-177
obqa,obqa_7565655aee4e581f65df,2,1,11-528
obqa,obqa_83835567a4a8bd794be5,3,1,11-288
obqa,obqa_c83d5eb5d96887517dbc,4,1,10-27
obqa,obqa_06646272c0eba3903ca3,0,1,13-936
obqa,obqa_4580cebee56efee51884,1,1,1950
obqa,obqa_57972d5479aeb13a9000,2,1,9-1187
obqa,obqa_a6234a6b15a1dcff5b89,3,1,9-121
obqa,obqa_df84da1d15e32e22f442,4,1,7-774
obqa,obqa_f90b603c09af8677a946,0,1,12-932
obqa,obqa_95bc07556599a68a67a6,1,1,14-1511
obqa,obqa_005b8e0b2ac96f6a1d1b,2,1,8-44
obqa,obqa_4f379cd7f92252344313,3,1,7-778
obqa,obqa_2f1eab4929cd67ba726e,4,1,13-579
obqa,obqa_931c93d8cc7d65329844,0,1,13-432
obqa,obqa_4d6d357329705eef64a6,1,1,11-630
obqa,obqa_553086a3b65e75dac785,2,1,10-432
obqa,obqa_2c8c26365610ff47ca33,3,1,14-1499
obqa,obqa_95bb1a3e685cc287e6ff,4,1,11-241
obqa,obqa_cb9ad860ad5ee6169bf7,0,1,14-700
obqa,obqa_55a4112503f4a17775e9,1,1,14-964
obqa,obqa_0e4ac802de2e33df8da1,2,1,11-610
obqa,obqa_92f7a8738283eaeddb0c,3,1,12-904
obqa,obqa_b06e3b04224594d81509,4,1,10-355
obqa,obqa_a9bce1999798089a3568,0,1,10-305
obqa,obqa_a9f24587b936e763df2d,1,1,9-417
obqa,obqa_4958e317c77b1c865928,2,1,13-303
obqa,obqa_1aab14776788926b6fe8,3,1,11-562
obqa,obqa_93d3069be4189a369466,4,1,7-1136
obqa,obqa_4c547043040cafaf9566,0,1,10-710
obqa,obqa_2cc8c27efaf185eca970,1,1,12-1164
obqa,obqa_461f5cb9ea52b2ed4150,2,1,14-1119
obqa,obqa_0ddf13ceb44a5e7cbd3e,3,1,10-678
obqa,obqa_021ea21393605bd1384c,4,1,10-1219
obqa,obqa_ae28e340fbf86812fd34,0,1,12-455
obqa,obqa_af754889cfda0db1b934,1,1,812
obqa,obqa_a1c10ca2fdaacb7472fe,2,1,10-1121
obqa,obqa_fe7b0fb9c8672a3534ee,3,1,10-446
obqa,obqa_1ae99403efd4b7e4ccea,4,1,14-431
obqa,obqa_936ccb6da15f66a560e4,0,1,13-630
obqa,obqa_3fc1c3b49aaa80c6a80b,1,1,10-475
obqa,obqa_7aa5850152b529e7f55c,2,1,9-715
obqa,obqa_129915a6c2daf0e7de79,3,1,12-1184
obqa,obqa_752b1851b12282e05fbd,4,1,14-1367
obqa,obqa_ac29a283b8f09e4230fe,0,1,10-418
obqa,obqa_2d79a655656a9c2942ff,1,1,14-407
obqa,obqa_faf17b8170382508ef9f,2,1,10-152
obqa,obqa_d3a35b2d5917b56fc631,3,1,11-544
obqa,obqa_d038e430a7af33b77415,4,1,11-148
obqa,obqa_3573561849353df44d77,0,1,12-257
obqa,obqa_8c9b69a37823dd62d833,1,1,14-873
obqa,obqa_67792ee4f89a00286bbe,2,1,10-606
obqa,obqa_60340ceb632361984a3d,3,1,13-782
obqa,obqa_8c51c48ae814c249a6ed,4,1,9-388
obqa,obqa_3877a9065ed55ca008d9,0,1,10-66
obqa,obqa_e82dec6b7d643f9d1448,1,1,14-1146
obqa,obqa_b10f8dd149f5e0601033,2,1,8-319
obqa,obqa_c21e701b43186ea31ec1,3,1,10-509
obqa,obqa_6e8ea6eb13e23a604b21,4,1,14-636
obqa,obqa_f40681c42bbc60e6237d,0,1,9-382
obqa,obqa_49265b2bf7363cadadb3,1,1,14-1298
obqa,obqa_4617f78fe5b398521aab,2,1,12-803
obqa,obqa_34c204b3d527da09adc4,3,1,475
obqa,obqa_e47c33fc9c1b60e27e83,4,1,10-849
obqa,obqa_6960039197c33ed20ba6,0,1,12-408
obqa,obqa_9c0d62b6211d1c41c8a1,1,1,14-1220
obqa,obqa_baeffc63415552e38d9b,2,1,12-344
obqa,obqa_22955bdc6e9658995a21,3,1,13-393
obqa,obqa_563ff5f7ac3f2b2bd02f,4,1,14-1024
obqa,obqa_72690e662c60421844ab,0,1,11-476
obqa,obqa_b6360c8f67a024dfca55,1,1,11-52
obqa,obqa_90f05ad4f463a4324026,2,1,14-1174
obqa,obqa_306672c211bb59d61f54,3,1,12-91
obqa,obqa_4c2a81be0de4df1ab12c,4,1,13-362
obqa,obqa_f11817ea1f98c41a87e3,0,1,12-642
obqa,obqa_93f4ca93f45d58b46eb8,1,1,13-84
obqa,obqa_ba61fc31df085ee18cdd,2,1,12-1149
obqa,obqa_ba1e379777c432d142da,3,1,14-25
obqa,obqa_ee5e796c3b96466a5fa0,4,1,9-209
obqa,obqa_ee1260fa6cd25bdb850d,0,1,9-828
obqa,obqa_6734aaedf72e143e836c,1,1,14-277
obqa,obqa_55dae0a6d6ac332fcc6a,2,1,9-404
obqa,obqa_803c032b39183f04dc8c,3,1,12-945
obqa,obqa_d4d2534209d469391c66,4,1,13-894
obqa,obqa_430e4934bcfd394137ba,0,1,14-960
obqa,obqa_39ccd79fc5c4f8d9be1d,1,1,10-1220
obqa,obqa_8387dea5c933553c0a28,2,1,10-548
obqa,obqa_266f197b6a22a238d23a,3,1,11-510
obqa,obqa_f8cac47c98662174f9e0,4,1,11-540
obqa,obqa_4779eae211336190a7bd,0,1,13-8
obqa,obqa_5b7ff267c69cce06dc21,1,1,14-203
obqa,obqa_0f07009eeb1085e54a13,2,1,12-207
obqa,obqa_1278a1a72792f99f0a49,3,1,10-791
obqa,obqa_2ac02feb3749e840676d,4,1,7-192
obqa,obqa_f0fc4af2f4f9767c70ee,0,1,10-86
obqa,obqa_1717af96f13bb4862978,1,1,10-277
obqa,obqa_9c0952bc01110e429473,2,1,13-228
obqa,obqa_96dd73effef69a8b8c60,3,1,12-1059
obqa,obqa_5b17f170dea4ccedddea,4,1,13-567
obqa,obqa_2bc210a068f51a791ab0,0,1,14-701
obqa,obqa_ee2cce0301ebf5ea7556,1,1,12-415
obqa,obqa_1d05d006103057276745,2,1,14-498
obqa,obqa_9bd94932e743c4abca91,3,1,14-615
obqa,obqa_d774bbb9b025a64b0fef,4,1,14-1372
obqa,obqa_ec05ec787ca6452a4b1c,0,1,10-297
obqa,obqa_8697b1ef6b92df890cb6,1,1,7-982
obqa,obqa_3430cb1c5c05b88cdcc3,2,1,11-225
obqa,obqa_a45098ca078249a4f3cd,3,1,12-67
obqa,obqa_a8ab7807ffdbde8e3fbd,4,1,11-445
obqa,obqa_90874b6626df6afc2aa7,0,1,13-875
obqa,obqa_5548b98bcda08caf5843,1,1,10-1139
obqa,obqa_434723fcfb8d790d48ef,2,1,9-762
obqa,obqa_a724461778072e8fbf8a,3,1,14-972
obqa,obqa_bee5632c5f05384d095d,4,1,12-370
obqa,obqa_620b1ce8413335047340,0,1,9-136
obqa,obqa_2d99cd9b6a9902479737,1,1,10-1212
obqa,obqa_bdb1a4e9be0880679256,2,1,14-120
obqa,obqa_35e812401d57fa49366d,3,1,7-872
obqa,obqa_f19a538a82dc99710ad6,4,1,11-142
obqa,obqa_44a0fc1b97a04117f121,0,1,7-165
obqa,obqa_7e8da70bf5b3327d5602,1,1,14-49
obqa,obqa_42ad6ae280339ca55196,2,1,14-987
obqa,obqa_accd98ecabe7251669db,3,1,12-109
obqa,obqa_2fb154e0b679ee05a038,4,1,12-303
obqa,obqa_25bb60483ef81035a5c3,0,1,7-1193
obqa,obqa_d13c25690117c80d63c1,1,1,14-1016
obqa,obqa_a991fe7d1e29fa156591,2,1,7-24
obqa,obqa_1b15fcb5eb16d55a6b16,3,1,11-545
obqa,obqa_d88f2e6acfd6258e4489,4,1,9-170
obqa,obqa_1a6189c18d2b8be324b0,0,1,10-1140
obqa,obqa_0b95ee9e79ff9812f332,1,1,7-149
obqa,obqa_de63844af989127b55a1,2,1,12-1022
obqa,obqa_c5945c03dba64f3fe0db,3,1,888
obqa,obqa_71b92941970fec4cf2a1,4,1,14-836
obqa,obqa_dcdc4195589589b2d252,0,1,12-219
obqa,obqa_2f0b607a05bb6485ecac,1,1,11-688
obqa,obqa_53cdc59da7020f95b967,2,1,9-951
obqa,obqa_4f56ff7e24bdfc7fb765,3,1,12-934
obqa,obqa_3a1a26dfdc28359e8579,4,1,370
obqa,obqa_978de276d977220f10ff,0,1,14-1505
obqa,obqa_5efcf632b3af905f9548,1,1,12-1093
obqa,obqa_da251bf870b18711dd32,2,1,13-839
obqa,obqa_4360c12209f10da78e83,3,1,11-720
obqa,obqa_2194a4c431e30876f96e,4,1,13-797
obqa,obqa_6ccaf95895dac64f3cca,0,1,10-156
obqa,obqa_051b7ffa2c8494022927,1,1,14-541
obqa,obqa_f613071467fe9e4f78e6,2,1,12-1118
obqa,obqa_a282d5c15cf313aae8b1,3,1,13-930
obqa,obqa_f3b906d9287b8344edd6,4,1,10-505
obqa,obqa_84b631a18c1f407cfa75,0,1,12-623
obqa,obqa_733bb29dae561d11e496,1,1,10-611
obqa,obqa_9470309d978d1c1bd954,2,1,14-198
obqa,obqa_d765fd355e089a3dc7c2,3,1,13-221
obqa,obqa_2c2c558e75d5e5976b1b,4,1,384
obqa,obqa_aa431d1219dde4d5af0d,0,1,10-550
obqa,obqa_58db74479b5d062bff74,1,1,14-767
obqa,obqa_9948623dd7cff98623e5,2,1,12-696
obqa,obqa_358a7b00fe8a1d21a452,3,1,9-857
obqa,obqa_5f0fc88ce82b5702b998,4,1,14-55
obqa,obqa_3a78b35f4138eaf67d04,0,1,14-929
obqa,obqa_441dceabfcd16e589087,1,1,7-588
obqa,obqa_19b360d5b18e1f2966fa,2,1,1254
obqa,obqa_1f5f89e8d7b00df2e759,3,1,1826
obqa,obqa_aacf48e7ebad77df43f2,4,1,7-145
obqa,obqa_d1c0e27a92acb2fea273,0,1,10-772
obqa,obqa_21cc88b62bb9042d995f,1,1,10-1175
obqa,obqa_a8877ced2d7d4cd3e046,2,1,10-825
obqa,obqa_e1d228a84c24788ee3d6,3,1,14-204
obqa,obqa_132b3d5b5e6442b3f2a7,4,1,14-1151
obqa,obqa_b220eb473d949cbdfc4f,0,1,8-208
obqa,obqa_611888da9b42590d677b,1,1,7-530
obqa,obqa_899d7db5dc3cc0814033,2,1,9-632
obqa,obqa_e3da66ef24ce4b2ab55d,3,1,571
obqa,obqa_429e4ce778ac9a1fec52,4,1,13-577
obqa,obqa_8fd0a9756b1bd1cee280,0,1,9-572
obqa,obqa_6ee062148f9438061255,1,1,14-682
obqa,obqa_7f33b29d6ae459878751,2,1,12-448
obqa,obqa_b78841f39bce516a2301,3,1,12-297
obqa,obqa_c049eb2e45e7e646f97d,4,1,10-1042
obqa,obqa_d8ec34eb1ee5b21de3a6,0,1,14-1469
obqa,obqa_1d4adcfc4ee98f657a97,1,1,14-866
obqa,obqa_10a4a59a53648a319465,2,1,12-203
obqa,obqa_b4df64bb1bad01041150,3,1,13-628
obqa,obqa_25f0bbeb558c335ca597,4,1,10-552
obqa,obqa_e7193ca21cb23833726a,0,1,7-835
obqa,obqa_d8a2a1c4258bfc83de17,1,1,12-117
obqa,obqa_1f513925992d4425e83b,2,1,12-769
obqa,obqa_cb438a3bf2e2ac42bf5a,3,1,14-346
obqa,obqa_e5a1ab883c4055ea5bf2,4,1,11-339
obqa,obqa_9e33e10699fe45b9e85d,0,1,12-1050
obqa,obqa_c9639e6d8dc7c7ceefaf,1,1,7-889
obqa,obqa_4d6aac4ce0f8ed790b83,2,1,1284
obqa,obqa_69c28f462a7383ddc42a,3,1,13-517
obqa,obqa_beddd7e568a9577df46b,4,1,12-705
obqa,obqa_60d7ce025e15a394e429,0,1,8-117
obqa,obqa_3a84173fe9f988c8b839,1,1,7-842
obqa,obqa_6e033209398a75b3b01f,2,1,13-1043
obqa,obqa_172916ae1f06b8ca6119,3,1,14-1414
obqa,obqa_38eca4712fb6f1872c11,4,1,9-98
obqa,obqa_3f1ab5f290db6deb8f71,0,1,11-673
obqa,obqa_135a5609f741dcc97eca,1,1,13-79
obqa,obqa_36c5f61bede4f0f953cb,2,1,13-25
obqa,obqa_b0f884a914701dc24673,3,1,10-893
obqa,obqa_72d4a0d9291de3cce57f,4,1,13-822
obqa,obqa_2bf523c59119909ca21a,0,1,12-752
obqa,obqa_c3cc7029a01dadd5e3a0,1,1,14-1304
obqa,obqa_2a9c4c284ae7c129a771,2,1,9-178
obqa,obqa_57fe67ec515456aa53ab,3,1,14-552
obqa,obqa_132fae2bd9a2da749405,4,1,10-1033
obqa,obqa_da6eb7d8ec24a5eb41a1,0,1,9-97
obqa,obqa_9ca28450985e56a92867,1,1,1867
obqa,obqa_1fa7e56d0e3558fff12d,2,1,9-613
obqa,obqa_b2d674b19998be1a9e87,3,1,7-733
obqa,obqa_556da65cc0db3d35f641,4,1,13-754
obqa,obqa_6d274be553fa4d0c5326,0,1,13-798
obqa,obqa_f24b43eeffefcbf13b69,1,1,12-1031
obqa,obqa_d9082cec3bc7ce5a412a,2,1,13-260
obqa,obqa_cf52781d92e6b7b5af36,3,1,14-1265
obqa,obqa_9a92f198aa8157647d54,4,1,9-200
obqa,obqa_7533f1af3c032efa483c,0,1,9-725
obqa,obqa_0ef0796409b581cb81dd,1,1,14-577
obqa,obqa_94fdf43d9dce780c7a9c,2,1,10-636
obqa,obqa_65be00436b5089cb982c,3,1,14-674
obqa,obqa_c9b168b01e8a2912a70f,4,1,14-384
obqa,obqa_3a9ef352fe23c01b6ded,0,1,12-80
obqa,obqa_901effc71c26cf5d99a1,1,1,12-1001
obqa,obqa_db8b6b9ff75925cb12bd,2,1,7-466
obqa,obqa_c570482ed8a443f7f05a,3,1,9-761
obqa,obqa_10059c0543ec955ce87e,4,1,12-874
obqa,obqa_56876ca44143d2dc5b13,0,1,14-6
obqa,obqa_894932498d0a1c5d42bc,1,1,14-611
obqa,obqa_fe69d5942631442c101b,2,1,13-698
obqa,obqa_9b595a58514868e84748,3,1,13-247
obqa,obqa_f66c05c376503c9ebbb3,4,1,11-298
obqa,obqa_04b757617709a06c067a,0,1,10-138
obqa,obqa_340b136a93623f2634a0,1,1,791
obqa,obqa_23c01cfc8a15bae75bf7,2,1,13-130
obqa,obqa_20b4710fa5c56364022f,3,1,12-744
obqa,obqa_ef04be485a17959dc53f,4,1,10-302
obqa,obqa_9af72e1066baa144bb04,0,1,9-914
obqa,obqa_c85953cc1e51d56a02db,1,1,12-1138
obqa,obqa_f8b5c012f7b7a2cab63b,2,1,9-1113
obqa,obqa_b33e44543c19028710f4,3,1,12-814
obqa,obqa_5b195f4200e4b53a4da0,4,1,13-773
obqa,obqa_50a3e2ab3c75ce6ac803,0,1,12-503
obqa,obqa_1f68d029316f0c6139f1,1,1,14-389
obqa,obqa_277b4b57dabcead0669e,2,1,10-350
obqa,obqa_5a8c91df4f35a97351ac,3,1,1364
obqa,obqa_93468af9f33d0ba9b076,4,1,7-16
obqa,obqa_b061d091c9a8202b3cf3,0,1,1768
obqa,obqa_2126cc82b50b4c0a8831,1,1,7-1093
obqa,obqa_4717bf6f537fb70eeee4,2,1,13-340
obqa,obqa_85c188665c4f2e783b52,3,1,14-724
obqa,obqa_f3dbcc49d4c601757375,4,1,11-718
obqa,obqa_a0872f152fcdce917704,0,1,14-10
obqa,obqa_47e1bb53b30f71eb5658,1,1,11-8
obqa,obqa_cfac622709c8d22e85a3,2,1,10-131
obqa,obqa_5f0e171c99d887725314,3,1,12-210
obqa,obqa_ebb4d911501d8618c0a9,4,1,11-293
obqa,obqa_1d38dd598823c9ec8882,0,1,10-910
obqa,obqa_88cd589c33707dcbcc13,1,1,1443
obqa,obqa_d3c939d325ece178641d,2,1,1155
obqa,obqa_785dc622ae3616c7da57,3,1,12-501
obqa,obqa_b4a1afdfa45c33d2b612,4,1,11-93
obqa,obqa_95359834b5846e238864,0,1,7-313
obqa,obqa_f4889ae6052dac189b96,1,1,13-947
obqa,obqa_e1c81c676796f80af65e,2,1,9-126
obqa,obqa_deedf7ee66c2a1faca1f,3,1,10-159
obqa,obqa_1fedd5c1704e1ba8a108,4,1,12-437
obqa,obqa_94405c548aa5a4d048ce,0,1,267
obqa,obqa_88c22fce0435c8a0c036,1,1,14-1424
obqa,obqa_45a07f1989434fdce70e,2,1,9-1051
obqa,obqa_41f41a58b577ff81a67e,3,1,14-1202
obqa,obqa_24da31060a44220d7e69,4,1,14-152
obqa,obqa_28542c884d4f4f6e25c2,0,1,11-137
obqa,obqa_8e2a3351db11dc138cf0,1,1,12-405
